"id";"title";"year";"depth";"priority";"horizontalDepth";"citingFilled";"residential_mobility_census_UK";"residential_mobility";"urban_migration_housing_market_UK";"residential_mobility_UK";"internal_migration";"internal_migration_market_UK";"housing_market_mobility_UK";"internal_migration_census_UK";"urban_migration";"internal_migration_UK";"internal_migration_housing"
"7114418516492686126";"Geographic Mobility and Spatial Assimilation among US Latino Immigrants1";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12903500953073745765";"American Jewish students in Israel: A social psychological study in cross-cultural education";"1962";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13938853408007620934";" Land, mobility, and belonging in West Africa";"2013";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16307101134707188804";"Ties that no longer bind? The patterns and repercussions of age-articulated migration";"2009";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17402697352171610359";"Spatial mobility, tenure mobility, and emerging social divisions in the UK housing market";"1987";"2";"10";"housing_market_mobility_UK:0";"false";"NA";"NA";"NA";"NA";"NA";"NA";"0";"NA";"NA";"NA";"NA"
"17120007956849108478";"Investigating the effects of employment‐housing change on migration: evidence from Japan";"2001";"2";"10";"internal_migration_housing:37";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"37"
"11839234232321468309";"Continuities and discontinuities of place";"2000";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7058095826037127140";" Identity, Citizenship and Migration Centre";"NA";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9945295160134371260";"Migration and technological change in rural households: Complements or substitutes?";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16735255467708182377";"Toward a motivational theory of migration decision making";"1978";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4697816269325664311";" European integration, labour market dynamics and migration flows";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5583109237081421362";"Micro economic approaches to studying migration decisions.";"1980";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5249650575971367315";"At My Mother's Table: Migration,(Re) production and Return Between Hadchit, North Lebanon and Sydney";"2010";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7202322024555936354";"Is alternative development undersupplied? Examination of residential preferences and choices of Northern California movers";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9650428905261237202";"Economics of aging: A survey";"1978";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8632418344220590586";"New mobilities across the life course: A framework for analysing demographically linked drivers of migration";"2015";"2";"10";"internal_migration_market_UK:61";"false";"NA";"NA";"NA";"NA";"NA";"61";"NA";"NA";"NA";"NA";"NA"
"2272103654467733530";" Economic growth and sustainable development";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9338619972529874547";"Some benefits of migrants' return visits to Ghana";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1348687284971499431";"Housing careers in the United States, 1968-93: Modelling the sequencing of housing states";"2003";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15787838011577449203";"The determinants of East-West German migration: some first results.";"1993";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15692909406749863226";" Labour market evolution: the economic history of market integration, wage flexibility and the employment relation";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6268329050050855654";"Exploring movement object patterns";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9156187461167710829";" Immigration in America's future: Social science findings and the policy debate";"2018";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11033596374386777027";"The new migration-and-development pessimism";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11715111152165124744";"Prediction of residential movement and spatial allocation";"1971";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8452007144016328589";"Las Leyes de las Migraciones de EG Ravenstein, cien años después";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8899646342933873417";"The role of housing in the experience of dwelling";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15126432891270856896";"Cykl życia rodziny a migracje";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11473087361413091454";"Trans-Himalayan migrations as processes, not events: towards a theoretical framework";"2012";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16399514793159057920";"Migration in the age of involuntary immobility: Theoretical reflections and Cape Verdean experiences";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3162906693251900798";"Linking integration and housing career: A longitudinal analysis of immigrant groups in Sweden";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14137305904277840266";" New methods of geostatistical analysis and graphical presentation: distributions of populations over territories";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"832018298907476011";"Migration and Employment Among the Civilian Spouses of Military Personnel*";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"425749272289733578";"Lagged response in the decision to migrate";"1970";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16321581028298191037";" Arbeitsmobilität und regionales Wachstum: ein Beitrag zur Strukturanalyse von Wachstumsprozessen";"1969";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10830646412384154129";"Labor mobility in an enlarged European Union";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"378511928052200561";" Women adrift: Independent wage earners in Chicago, 1880-1930";"1988";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17879181081557168303";" The demolinguistic situation in Canada: Past trends and future prospects";"1982";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"61915960088236928";"The economic determinants of the internal migration flows in Russia during transition";"1997";"2";"10";"internal_migration_market_UK:4,internal_migration_housing:13";"false";"NA";"NA";"NA";"NA";"NA";"4";"NA";"NA";"NA";"NA";"13"
"10014881927759059912";"Defying deprivation: A cross-sectional analysis of area level health resilience in England";"2012";"2";"10";"residential_mobility_census_UK:39";"false";"39";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4245158598578408411";" The assessment of immigration status in health research";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1124150162993751053";"Modeling residential mobility in Montreal, 1860–1900";"1998";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12327967789118364080";"For Better, For Worse: Life Satisfaction Consequences of Migration1";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"765208398027509066";"Integrating social epidemiology into immigrant health research: a cross-national framework";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18120325540560425503";" The longitudinal analysis of housing careers";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4539151918782372310";"Modelling spatial variation in the determinants of neighbourhood family migration in england with geographically weighted regression";"2013";"2";"10";"internal_migration_market_UK:18,internal_migration_census_UK:58";"false";"NA";"NA";"NA";"NA";"NA";"18";"NA";"58";"NA";"NA";"NA"
"12241472527187325192";"Spatial mismatch, discrimination, and male youth employment in the Washington, DC area: Implications for residential mobility policies";"1999";"2";"10";"residential_mobility_census_UK:79";"false";"79";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12897883243085124006";"Residential mobility and neighborhood change: some implications for racial residential segregation";"1980";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10722026015657364350";"The determinants of internal migration in Turkey";"2008";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12094200707196237238";"Why poor families move (and where they go): Reactive mobility and residential decisions";"2019";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17483226190645770947";" Mobility and modernity: Migration in Germany, 1820-1989";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10681254929763935554";"Nursing shortages and international nurse migration";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8845893343065026334";"'Reparation and Inequality Through Different Diasporas: The Case of the Zimbabwean Diaspora in Leeds, United Kingdom and Limpopo Province, South Africa'";"2012";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9367746825366702839";"Housing mobility as a function of household structure: towards a deeper explanation of housing-related disadvantage";"1999";"2";"10";"housing_market_mobility_UK:72";"false";"NA";"NA";"NA";"NA";"NA";"NA";"72";"NA";"NA";"NA";"NA"
"8724573305891247816";"Do local amenities affect the appeal of regions in Europe for migrants?";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9059621847847672762";"Movilidad residencial en la Ciudad de México";"2007";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9430519903918525025";" Beyond bright city lights: The migration patterns of gay men and lesbians";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"465763828912835367";"Exploring the effect of heat on stated intentions to move";"2016";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7478837275165173270";" Internal migration in developing countries: a survey";"1980";"2";"10";"internal_migration:5,internal_migration_housing:90";"false";"NA";"NA";"NA";"NA";"5";"NA";"NA";"NA";"NA";"NA";"90"
"12257316938994692221";"Immigration and economic change";"1994";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10774298397848550361";"The prevalence of husband-centered migration: Employment consequences for married mothers";"1991";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17913272871704774";"Returning and New Montana Migrants: Socio‐economic and Motivational Differences";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6839358996079407323";"Inter-regional mobility in Europe: a note on the cross-country evidence";"2004";"2";"10";"internal_migration_market_UK:68,housing_market_mobility_UK:82";"false";"NA";"NA";"NA";"NA";"NA";"68";"82";"NA";"NA";"NA";"NA"
"2840789860386075865";"Rural-urban migration and socioeconomic mobility in Victorian Britain";"2005";"2";"10";"internal_migration_census_UK:86,internal_migration_UK:70,urban_migration:33";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"86";"33";"70";"NA"
"4774408104331098714";"An introduction to the uses of facet theory";"1985";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7879051574465246794";" Antropologia applicata, politiche migratorie e riflessività professionale";"2016";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6659542016600315060";"İç göçlerin itici ve çekici güçler yaklaşımı ile analizi";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13069639178635581156";"Interlinkages between internal and international migration and development in the Asian region";"2006";"2";"10";"internal_migration:57,internal_migration_UK:24";"false";"NA";"NA";"NA";"NA";"57";"NA";"NA";"NA";"NA";"24";"NA"
"6391031169668094673";"An analysis of trends in spatial mobility of Dutch graduates";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1983601758822040397";" Rural out-migration and economic development at origin";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17345670584041029374";"Econometric analysis of factors of internal migration in Russia";"2016";"2";"10";"internal_migration_housing:47";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"47"
"16729470706075571075";"Human capital, higher education and graduate migration: an analysis of Scottish and Welsh students";"2007";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8065873078037047763";" Economic geography and the unequal development of regions";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11175057486715160988";" Теория человеческого капитала и исследования миграционных процессов в России";"2000";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9752666276209675891";" Eaters of the dry season: circular labor migration in the West African Sahel";"2018";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11958344758165444919";" The relationship between demographic factors and housing affordability";"2010";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1562113965705723470";"Human capital formation, asymmetric information, and the dynamics of international migration";"1998";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5485005012306755942";" How migrant labor is changing rural China";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9899792558547382604";" Discourse, identity, and China's internal migration: The long march to the city";"2011";"2";"10";"internal_migration_UK:86";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"86";"NA"
"17878832252642365958";"Attracting East Asian students to Canadian graduate schools.";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17828614552622052432";"The impact of metropolitan residence on social and political orientations";"1970";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3148294921888316577";" Labor force, employment and labor markets in the course of economic development";"1979";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11792106370126525598";" Internal migration, poverty and development in Asia";"2006";"2";"10";"internal_migration:12,internal_migration_housing:95";"false";"NA";"NA";"NA";"NA";"12";"NA";"NA";"NA";"NA";"NA";"95"
"12780734474923691867";"Desplazamiento forzoso en Colombia: expulsión y movilidad, dos dinámicas que interactúan";"2011";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4525526183045983870";" Interregional migration patterns of Chicanos: The core, periphery, and frontier";"1991";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11209411383476150731";"Racial Encounters and Migrant Experiences: How Africans and Chinese Interact in a Globalising China";"2018";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13072228422051656096";"The Globalization of Migration: Has the World Become More Migratory?";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10863022804748447390";" Migrants' work, entrepreneurship and economic integration";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11143891691412343413";"Representations of German-Speaking Exiles and Immigrants in Argentina";"2006";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8715708615973323927";"“WE CAME FOR THE WORK”: SITUATING EMPLOYMENT MIGRATION IN BC 'S SMALL, RESOURCE‐BASED, COMMUNITIES";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2335982347389620855";"The making of modern America: migratory flows in the age of mass migration";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5177673634206913533";"The internal dynamic of international migration systems";"1996";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14997845278459407674";"Émigration des femmes: suivre, fuir ou lutter";"1986";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9756719292627892386";" American immigration policy: Confronting the nation's challenges";"2010";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5680589186823880507";" Una aproximación a las definiciones, tipologías y marcos teóricos de la migración de retorno";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3117475367551532075";"Individualisierungsprozesse im Lebenslauf und städtische Lebenswelt";"1988";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17501551510591760858";"¿ Cómo medir los flujos migratorios?";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"12041392742873419489";" The trauma of moving: Psychological issues for women.";"1990";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5603671673911520113";" El sistema residencial: un esquema conceptual para entender la relación dinámica entre población y vivienda en España";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10574080662703596604";"A household life cycle model for residential relocation behaviour";"1993";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1244108264092716953";"Displacement due to violence in Colombia: Determinants and consequences at the household level";"2002";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4255761284282697525";" Migration and economic development of Kerala";"1988";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9974667569051863174";"Why higher income households move to central cities";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3056923512420787747";" A test for directional bias in intraurban migration";"1972";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1634301585366777678";" Climate and human migration: Past experiences, future challenges";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6402440571560387802";"Theories of migration: a review";"1986";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"10204607418265723531";"Ethnic population concentration and net migration in London";"2010";"2";"10";"internal_migration_census_UK:93";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"93";"NA";"NA";"NA"
"17854331995400853805";"Coordinating internal immigration control in the UK";"2014";"2";"10";"internal_migration_market_UK:32";"false";"NA";"NA";"NA";"NA";"NA";"32";"NA";"NA";"NA";"NA";"NA"
"9329591995252526178";"Internal migration in Russia during the economic transition";"1997";"2";"10";"internal_migration:87,internal_migration_housing:51";"false";"NA";"NA";"NA";"NA";"87";"NA";"NA";"NA";"NA";"NA";"51"
"14169413367448914751";" The world of work: Industrial society and human relations";"2017";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9246759534748469625";"Forced displacement from rental housing: Prevalence and neighborhood consequences";"2015";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1758513360520028962";" “相对失落” 与 “连锁效应”: 关于当代温州地区出国移民潮的分析与思考";"1999";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"715640136802838260";" Homeownership and the labour market in Europe";"2009";"2";"10";"housing_market_mobility_UK:17";"false";"NA";"NA";"NA";"NA";"NA";"NA";"17";"NA";"NA";"NA";"NA"
"1273099240420435305";"Factores de rechazo en la migración rural en México, 1950-1960";"1973";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13421422519420664304";" Some demographic models and their applications with special reference to Bangladesh";"NA";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2523050497704274864";"Rural-urban migration or urbanization in South Africa";"1997";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13062414995980955355";"Selectivity of migrants from Baltic countries before and after enlargement and responses to the crisis";"2012";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18357711581735325450";"Aspirations and opportunity structures: 13-year-olds in areas with restricted opportunities";"1995";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"2529795624864213117";"An age of great cities";"1972";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"18226366960899124985";" Managing population decline in Europe's urban and rural areas";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1490277650964981226";"Marital migration in Essex County, Massachusetts, in the colonial and early federal periods";"1973";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14137890084920617635";"The intra-urban migration process: a perspective";"1970";"2";"10";"urban_migration:0";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0";"NA";"NA"
"1119445672099954278";"What early warning systems are there for environmental shocks?";"2013";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"11082566589277573051";"INTRODUCTION Migration Theory Talking Across Disciplines";"2014";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"9089104877918277767";" Household location and intra-urban migration";"1976";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"14278539536023935191";" Quantitative geography: perspectives on spatial data analysis";"2000";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7763102850408289590";" Adjustment process in a system: A behavioral model of human movement";"1971";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"16923907505575315251";"Long and short range criteria for housing choice and environmental behavior";"1980";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7076854963843714815";"Labor Migration between Developing Countries: The Case of Paraguay and Argentina";"2003";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"8253343381586841277";" From Cow Pasture to Cul-de-sac: The Intersection of Rural Values, Memory, and Nostalgia amidst Suburban Development in the American South";"2016";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"3186744425558085028";" Globalisation and human welfare";"2002";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"15406859361650882027";" Greek immigrants in postwar Belgium: community and identity formation processes";"2002";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4851023672250773620";"The Ethiopian population: growth and distribution";"1989";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5689676571347880276";" Invandrarna på arbetsmarknaden: en undersökning av invandrare i Malmö under perioden 1945-1967";"1975";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"399863089240832512";"Migration within the United States: Role of Race-Ethnicity ";"2005";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"6629864080765607090";"What's driving Mexico-US migration? A theoretical, empirical, and policy analysis";"1997";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"5020883790154709385";"Een sociale geografie van remittancespraktijken: Transfers van België naar Senegal als case-studie.";"2011";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"1706245492586805269";" Migration and Society: A Study of Displaced Kashmiri Pandits";"2006";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"17354091565256185264";"Discerning the reality of 'Those left behind'in contemporary migration processes in Sub-Saharan Africa: Some theoretical reflections in the light of data from Senegal";"2013";"0";"2147483647";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"7929465824840177404";"The origins and use of theory in urban geography: Household mobility and filtering theory";"1979";"2";"10";"housing_market_mobility_UK:42";"false";"NA";"NA";"NA";"NA";"NA";"NA";"42";"NA";"NA";"NA";"NA"
"10475068352822968969";" Blockbusting in Baltimore: The Edmondson Village Story";"2015";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"4879604909582344970";"Ergebnisse der Wanderungsforschung und ihre Integration in raum wirtschaftliche Modelle";"1972";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
"13362790994213981743";"Housing conditions, satisfaction, and conventionality: An analysis of the housing of female-headed households";"1982";"1";"1";"";"false";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA"
